LoggingGUID	VocabulairGUID	IMBORGUID	GitHub-issueID	Omschrijving	Terugkoppeling	Loggingsdatum	Status	Aard aanpassing	Collectie	LoggingType	VervangGUID
1209054d-1050-4aa5-b681-d1041e2109cc	{14CAA343-0116-4DFA-B686-0ACE8BB2D934}	{19A6F4C0-92CD-4C75-B606-165F123EC483}	1052	Unafact: Toevoegen van 'mobiele' waterkering zoals die voorkomt in Kampen en gelijksoortige risicogebieden voor overstroming.	Mobiele waterkering is toegevoegd aan imborVoc_Termen.	Fri Jan 13 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Objecttype	Minimale wijziging	null
120d0cda-6ba7-4819-9328-a843c8d74f7e	N.v.t.	N.v.t.	1056	Datatype: Organisatiespecifieke domeinwaardenlijst is toegevoegd	1272: tweede beheerder gewijzigd naar Datatype Organisatiespecifieke domeinwaardenlijst	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Datatype gewijzigd	Datatype	Minimale wijziging	null
12102457-075d-4c16-843f-eb936723c36b	N.v.t.	{80110BAE-660D-40B1-A695-826BE8605D6F}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Werkgebied_plus-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
12156a87-5595-4867-9001-b490a0656bf8	N.v.t.	{A5E01461-544F-47D8-87F0-59F8782C761E}	1132	Afstemming met Handboek Bomen: omgevingsrisicoklasse	Niet bepaald toegevoegd aan BoomOmgevingsrisicoklasseBVC in imborKern_EnumeratiesDomeinwaarden	Fri Apr 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
1217727f-4770-43a8-9772-802a1447d8ef	N.v.t.	{50E0D9C4-EEE6-4335-981F-06B391018109}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	Domeinwaarde verwijderd uit imborKern_EnumeratiesDomeinwaarden voor herziening Enumeratietype Wegmarkering.	Mon Mar 18 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
1218b86c-e2d3-4306-9b3b-71d519e193a3	N.v.t.	{BA3EEB5B-9C50-46C2-97EB-55B58DCBD046}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Stankfilter_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
1223678f-b21b-4bd8-a809-f15d659039e0	{78DB0D5F-0CC2-42FE-83C9-46B455B34EF4}	{048F2EBF-BAF9-4F41-9829-18B26CBF9276}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Dennenorchis is toegevoegd aan imborVoc_Termen	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde	Minimale wijziging	null
1225655d-c16e-4471-a928-09f3968d4e5b	N.v.t.	{4E085FBF-2FB1-4066-A032-9E82994EA91D}	N.v.t.	Afstemming met Handboek Bomen juli 2024: wijzigingen op klassen Boom en Groeiplaatsinrichting	Boom 'gekandelaard'toevoegen aan BoomVerschijningsvorm in imborKern_EnumeratiesDomeinwaarden	Wed Jul 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
123366a8-f603-4933-8c6d-a2043840546f	N.v.t.	{87573F0A-22D3-441F-9C3A-765744E1F2E7}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: Geen	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
123d043f-9d7c-47e2-86ed-2297ad38b59d	{4E14FE9B-3BC1-40E4-B7CC-5B6EC6CE81D7}	{B45C8F10-D55D-473C-9135-FB32BA3358BE}	881	Amsterdam: Stortlocatie en Afvalaanbiedlocatie	Afvalaanbiedlocatie als synoniem toegevoegd aan imbor_VocTermen.	Sat Jan 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde	Minimale wijziging	null
125b5c15-cfd2-45c3-8d1a-de5a053d6f7a	{C728CBA8-05EC-49B4-A66F-68D097D9511C}	{0746068E-2F43-40C0-86B0-C5F5BAF64987}	1076	BGT 1.2: Kunstwerkdeel: type: Hoogspanningsmast kan niet uitgedrukt worden in IMBOR 2022	Hoogspanningsmast toegevoegd aan imborVoc_Termen	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Objecttype	Minimale wijziging	null
125dd2b4-9cf2-4e23-9ed7-a61340de81ab	N.v.t.	{19572E35-7CB5-4AB2-B51E-67DCDA20094C}	1056	Datatype: Organisatiespecifieke domeinwaardenlijst is toegevoegd	KastNetbeheerder: Organisatiespecifieke domeinwaarden is verwijderd uit imborKern_EnumeratiesDomeinwaarden	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
1265dfbe-fccf-4a26-831b-243c92fb5e4b	{11929AAE-AE64-4F32-B13E-43EDA9B6B8E7}	{DF60140F-710B-4247-AAFD-C84C3E6B39E2}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	WegmarkeringMarkeringToepassing wijzigt naar LijnmarkeringMarkeringToepassing in imborVoc_Termen - in term en in definitie	Fri Mar 01 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Domeinwaarde gewijzigd	Domeinwaarde	Minimale wijziging	null
1279f4c5-01b5-45f8-9009-2ce48d417457	N.v.t	{A67E108E-6960-4737-B8CA-5395A5F27150}	Unafact117	GWSW: Fysiek object-Constructieonderdeel-Elektronisch component-Frequentie-omvormer: Spelling verbeterd in GWSW: c --> k. Aanpassen in IMBOR. Aanpassen in mapping	Spelling van het GWSW-object aangepast in refModel_Objecttypen.	Mon Nov 28 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Mappingelement gewijzigd	Objecttype	Minimale wijziging	null
127a17a3-0757-4a6a-9602-c5c544193b56	{67747E7E-994E-4073-8809-5549EE7EA219}	{21E98D8A-1B15-4D8A-9B72-FE55ED5A8AA4}	N.v.t.	IMBOR Wegmarkeringen laatste aanpassingen maart-april 2024	Term is gewijzigd naar: Vrije tekstmarkering.	Wed Apr 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Term gewijzigd	Domeinwaarde	Minimale wijziging	null
127b0162-969a-4b17-8c5f-4550e43dd405	{0F2ADDF5-34E8-476F-8648-132D68F0ED15}	{055CD637-0D48-4B99-83D4-CF5F3C956C54}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Visgraatverband; is aangepast van: "Een visgraatverband is erg stabiel en zeer geschikt voor intensief gebruik. De bestrating wordt bij een visgraatverband in een hoek van 45 graden ten opzichte van elkaar gelegd. Een visgraatverband word	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
1289bbdb-f39b-48dc-bd04-62a8c6b59581	N.v.t.	{2C4C0627-6330-4788-8251-3C90C5647754}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	Verkeersbord: C20-100 gewijzigd van WegmarkeringTypeExtraGedetailleerd naar SymboolmarkeringType in imborKern_EnumeratiesDomeinwaarden	Fri Mar 01 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Domeinwaarde gewijzigd	Domeinwaarde	Minimale wijziging	null
12915495-9991-4c96-b232-0e7c97a4d9fb	{4A08F436-377C-49AA-85C5-75AE475C38E8}	{7F195770-9C31-455B-8CC8-79F4E2C454F8}	997	NEN3610 netwerk model toepassen voor topologie	Gebiedsoriëntatie aanpassen van Topologisch element naar Domeinwaarde in imborVoc_Termen	Wed Mar 29 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Collectie gewijzigd	Topologisch element	Minimale wijziging	null
1294e435-d432-429e-866b-2f6ea7e89a7d	N.v.t.	{8C64BEAC-7C0C-4C6A-8626-7C4C81E29CF8}	1116	Afstemming met Handboek Bomen: beschermingsstatus, beschermingsstatus gedetailleerd en meerstammig	Ecologisch waardevol wordt toegevoegd aan BoomSpecifiekeBoomkenmerken in imborKern_EnumeratiesDomeinwaarden	Wed Apr 12 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
1296846f-7d4f-4d7b-9572-98837437e16d	N.v.t.	{08D9B5AB-2755-4FB2-A6CA-F0C0AD7ECBC6}	997	NEN3610 netwerk model toepassen voor topologie	In refModel_Mapping Topologisch element-Representatie fysiek object-Knooppunt-Aansluitpunt-Lozingspunt-Lozingspunt oppervlaktewater gewijzigd naar RioleringNode: type: Aansluitpunt: type gedetailleerd: Lozingspunt: type extra gedetailleerd: Lozingspunt op	Fri Mar 31 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Mapping gewijzigd	Objecttype	Minimale wijziging	null
12b8c449-78d0-4a01-9c75-c4af70de99d1	N.v.t.	{F4AF991D-FA9D-4812-ABF5-CF9C9571D42B}	997	NEN3610 netwerk model toepassen voor topologie	In refModel_Mapping Topologisch element-Vertex-Injectiepunt gewijzigd naar RioleringNode: type: Injectiepunt 	Fri Mar 31 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Mapping gewijzigd	Objecttype	Minimale wijziging	null
12c57cc3-0d1a-46fb-bdfd-7c9947486d01	N.v.t.	{9499C79F-AEA0-4FE4-9AE3-D636F08ED437}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Groenobject_bor-fysiekvoorkomen verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
12d53ff0-4bc7-4dee-b191-912686d6b0d2	N.v.t.	{0733D27C-ADEE-484E-AB43-CA1CE99321CC}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Weg_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
12e3e7c2-9029-4b51-ad6d-4dfbd0699b94	N.v.t.	{FA8A1BE8-8637-45BC-BE82-7FEB148BF46E}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: Elektronische besturing	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
12f14ba7-67bf-4a9a-befe-37bae8dd881d	N.v.t.	{CD1796FC-4EC3-4237-93EA-DC6C8B14EAE6}	Unafact39	Uitbreiding IMBOR Laadinfrastructuur:  Oplaadpaal: relatie: Zelfstandig, Moeder, Dochter	Dochter toegevoegd aan aan OplaadpaalRelatie in imborKern_EnumeratiesDomeinwaarden.	Mon Nov 28 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
12f27593-775e-4536-8427-cc4cebf15f16	N.v.t.	{B66F9E70-AFE0-4C82-B418-FE78118F385E}	1115	Afstemming Handboek Bomen: groeifase	Onbekend vervalt bij VegetatieobjectGroeifase in imborKern_EnumeratiesDomeinwaarden	Wed Apr 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
12f42c2e-157e-40bc-935a-b0aeb5a7f0de	N.v.t.	{0E37F3B3-69E9-41FF-AFEE-600754AAED07}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: Elektronische besturing	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
12fc34b6-bfc9-423b-97de-0be272dd55f7	N.v.t.	{59CA35EA-3ECE-43E7-85C6-6B27BA9369C6}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	ean-code verwijderd bij Pigging-installatie	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
12fe345e-0e14-4583-bdd6-e64aa966cd42	{295F5509-AF6B-48A4-B12F-3B5042504D6A}	{8E925B67-34B6-4A2C-B7AC-9234D5C2C970}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:VerhardingWegcategorieDuurzaamVeilig; is aangepast van: "Het enumeratietype VerhardingWegcategorieDuurzaamVeilig is de naam voor de domeinwaardenlijst van de klasse Verharding en het attribuut wegcategorie duurzaam veilig.", naar: "Het en	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
130d3d2c-3dbd-4949-8031-598f6d7f2f81	{31B14B43-5FE6-4735-9207-8A6A980C72A3}	{291BEFDF-B96C-4871-9FDB-22B131ECEFD2}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Laadplein; is aangepast van: "Een laadplein is de afbakeningen van het gebied waarin voertuigen opgeladen kunnen worden en bestaat uit meer dan twee laadpunten voor elektrische voertuigen die niet afzonderlijk op het net zijn aangesloten 	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Objecttype	Minimale wijziging	null
131c96ed-7c37-4649-8dc7-1dddf3bbe387	{C0E368F1-BC9D-4902-8845-2F2BB95AA97E}	{223DDC3D-444C-4256-9352-2415AFB7938B}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Rioleringsplan; is aangepast van: "Een document dat beschrijft hoe een organisatie watertaken uitvoert m.b.t. stedelijk water. Typisch bevat het gemeentelijk rioleringsplan (GRP) beschrijvingen van situaties waarin de perceeleigenaar zelf	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
1324113c-d2a6-475e-98df-44c4329353bd	{AC2DDDAD-6818-4C29-AD67-0283C7E48941}	{450C4833-0A7F-4142-BC95-E4FF34D0BECE}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Watermeterput; is aangepast van: "Een watermeterput buiten zorgt ervoor dat de waterleiding, watermeter en afsluiters veilig en vorstvrij worden behuisd.", naar: "Een put die buiten ervoor zorgt dat de waterleiding, watermeter en afsluite	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Objecttype	Minimale wijziging	null
132e2fb7-7b79-4e97-88e2-c682f2167089	{E494357B-8125-4981-B91B-BDE0A3DDFB07}	{04034190-5AC6-4556-A13C-D6E1A6EF3D9E}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:RioolaansluitingTypeGedetailleerd; is aangepast van: "Het enumeratietype RioolaansluitingTypeGedetailleerd is de naam voor de domeinwaardenlijst van de klasse Rioolaansluiting en het attribuut type gedetailleerd.", naar: "Het enumeratiety	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
134b2b1e-f180-437b-abe7-162097cb8b57	N.v.t.	{74CD98C6-7419-4538-A65A-D1D1A501C293}	1122	Afstemming met Handboek Bomen: boomveiligheidsklasse	HoutwalBoomveiligheidsklasse :: Boom zonder gebreken vervalt in imborKern_EnumeratiesDomeinwaarden	Fri Apr 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
134dc7a0-5fd8-4548-80ef-8028beb92c49	{16538FA7-8A6F-4351-B3F1-769873CA3B64}	{BB3C4AB7-D965-4B8E-8F18-6A05A43FD699}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	boomkroonprojectie eindbeeld (stelpost) toegevoegd aan imborVoc_Termen en imborKern_Attributen	Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Attribuut	Minimale wijziging	null
134e2ce1-dd40-4eeb-93a7-ac1a7434c96f	N.v.t.	{4B4AC3F0-0380-4D2D-8EC9-3C7B66EE91A2}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	3-3  gewijzigd van WegmarkeringMarkeringspatroon naar LijnmarkeringMarkeringspatroon in imborKern_EnumeratiesDomeinwaarden	Fri Mar 01 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Domeinwaarde gewijzigd	Domeinwaarde	Minimale wijziging	null
13518c12-500e-4641-848a-71e0b344b6be	N.v.t.	{B9E75AA8-D5E6-425A-B327-D8DEDFC6D567}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Hek_plus-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
135b3173-7d25-4b50-979a-a998deae4df9	N.v.t.	{402267BD-0866-4B9A-A7AE-6C77AC2AC25B}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Vinpootsalamander is toegevoegd aan FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd in imborKern_EnumeratiesDomeinwaarden	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
13690b0f-6e4a-4bc8-a521-261cbe47d6cf	{E5BDEE4E-9D4B-4AD0-A06D-8E10DAF01BE8}	{EDFE8078-C2D9-49D7-AD03-AAACC99AA474}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Apv-BordType; is aangepast van: "Het enumeratietype Apv-BordType is de naam voor de domeinwaardenlijst van de klasse APV-bord en het attribuut type.", naar: "Het enumeratietype voor de domeinwaardenlijst van de klasse APV-bord en het attr	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
138306a7-f375-49da-98c9-16b4bd2f935b	{97844654-8C57-4111-8B4E-413818D72604}	{4764368C-6054-476A-B00D-36E20CD29B64}	534	Toevoegen Lichtkrant	Lichtkrant toegevoegd aan imbor_VocTermen.	Fri Jan 13 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde	Minimale wijziging	null
13a4f026-74c7-4411-819e-393afa5691a3	{F2CD6B87-60C5-4375-B855-32DE1262B9E2}	{9BA5F23A-1E18-41BE-9388-AA076B698E1D}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	BoomBoomkroondiameterklasseActueel wordt toegevoegd aan imborVoc_Termen	Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Enumeratietype	Minimale wijziging	null
13ba4237-9d87-4c25-bb51-4bf1534281f7	N.v.t.	{A8BE3C9A-C845-4DB8-9271-C599ECCC2498}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	ean-code verwijderd bij Aansluitvoorziening in imborKern_K_KlassenAttributen	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
13ba57ad-4b74-4cf1-b271-84c16fb412c0	{DE17CE3C-28F7-4372-B06A-A0F35658152E}	{CD0335D3-87B2-43B3-B38C-D4D2ED881866}	1133	Afstemming met Handboek Bomen: opkroonhoogteklasse actueel en opkroonhoogteklasse beoogd	BoomOpkroonhoogteklasse vervalt in imborVoc_Termen	Mon Apr 17 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Term vervallen	Enumeratietype	Minimale wijziging	null
13c2c93d-423c-4fa3-8711-dc271aa8bcc8	N.v.t.	{EEB24E91-941F-441D-8C14-1E9F3B883BF5}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Carpoolplaats_plus-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
13c38055-41b4-4a36-880d-ec93cc080773	{50B60870-D46C-4671-983C-E7CAF49A251F}	{216537AD-E837-48BD-BEE6-2B80AAFB3AF3}	1130	Afstemming met Handboek Bomen: vaststelling BoomBoomkroondiameterklasse	tot 3 m. vervalt als term vanwege de wijzigingen in de afstemming tussen IMBOR en het Handboek Bomen, die ervoor hebben gezorgd dat deze domeinwaarde tot geen enkel EnumeratieType behoort. Conform https://docs.crow.nl/imbor/modelleerregels/#relatie-tussen-een-domeinwaarde-en-een-enumeratietype-is-1-n-r0017	Tue Apr 18 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Term vervallen	Domeinwaarde	Minimale wijziging	null
13cfa3e6-047c-4ace-8da0-2cba4e0e639b	N.v.t.	{4041C6F9-D15F-4F11-92C6-C89021D97AA5}	1098	UNAFACT: afmetingen Compartiment wel in GWSW, maar niet in IMBOR	sleutelnummer is toegevoegd bij Slot in imborKern_K_KLassenAttributen	Mon Mar 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Attribuut toegekend aan klasse	Attribuut	Minimale wijziging	null
13d61e94-f2ed-4778-8361-b77276639b91	{6F863239-4F5A-455D-90F9-6A2716618C99}	{8F1C4003-E301-4DA2-96E1-046B049B0E84}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:SportveldLeeftijdDoelgroep; is aangepast van: "Het enumeratietype SportveldLeeftijdDoelgroep is de naam voor de domeinwaardenlijst van de klasse Sportveld en het attribuut leeftijd doelgroep.", naar: "Het enumeratietype voor de domeinwaar	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
13db4e7a-79ac-45cf-884a-5e5b0aae8174	N.v.t.	N.v.t.	810	Antea Group | Prio: Nee | H2V lengte en breedte	eigenaar is in datatype gewijzigd naar Enumeratie	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Datatype gewijzigd	Datatype	Minimale wijziging	null
13dca068-a848-402d-9753-5ca903e773cc	{32472B3B-CD4A-48E6-A6B7-68D065094774}	{6AAAE3EC-3BC1-4012-B229-5D650BEEFB85}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:WatervlakteBaggerplichtige; is aangepast van: "Het enumeratietype WatervlakteBaggerplichtige is de naam voor de domeinwaardenlijst van de klasse Watervlakte en het attribuut baggerplichtige.", naar: "Het enumeratietype voor de domeinwaard	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
13e303c4-b4c8-4455-931c-e9ba75dbafc2	{7EC06F9F-D99D-4397-810F-BFF62D390690}	{E0719097-CE69-4B36-BD39-BC99C0E3E592}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Akkerdoornzaad is toegevoegd aan imborVoc_Termen	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde	Minimale wijziging	null
13e45131-13cb-416b-bf91-4487850445bc	N.v.t.	N.v.t.	810	Antea Group | Prio: Nee | H2V lengte en breedte	lichtbeeld is in datatype gewijzigd naar Enumeratie	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Datatype gewijzigd	Datatype	Minimale wijziging	null
13e5eacb-ac7d-4817-bf1c-483e55cfacbf	N.v.t.	{58B7F4F9-A2E4-49C8-8BAB-88DE011D0833}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Konijn is toegevoegd aan FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd in imborKern_EnumeratiesDomeinwaarden	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
13eb8e51-c172-4e14-9769-049480c8b001	{9E4D49CF-F05A-4D53-B741-E065C76A689B}	{89CA597C-4EC6-4542-97C4-6CA2CD6643BB}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:ConstructieLeverancier; is aangepast van: "Het enumeratietype ConstructieLeverancier is de naam voor de domeinwaardenlijst van de klasse Constructie en het attribuut leverancier.", naar: "Het enumeratietype voor de domeinwaardenlijst van 	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
14064087-b299-4538-8ab0-4dd17fe8b45e	{B8C782DB-5276-496F-B210-FB504773F4B7}	{DE7D9B2E-7C98-489C-B031-5FAFA4CC9A0C}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	Asymmetrische verkeersdruppel zonder kantstrepen vervalt in imborVoc_Termen vanwege herziening Wegmarkering	Mon Mar 18 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Term vervallen	Domeinwaarde	Minimale wijziging	null
140bb0d6-aaf1-4c6d-ae02-3865e8f61932	N.v.t.	{B992B4AA-A865-4A7E-82B9-18DC9BB0224D}	N.v.t.	Afstemming met Handboek Bomen juli 2024: wijzigingen op klassen Boom en Groeiplaatsinrichting	Onjuist, gecorrigeerd toegevoegd aan BoomControlePositieBoom in imborKern_EnumeratiesDomeinwaarden	Wed Jul 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
140c4d07-2a7b-4c80-9453-6ee765cb5263	N.v.t.	{E966509E-BF19-4128-B05B-4AE326CDD51B}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Remmingswerk_plus-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
140db40b-bdcc-4447-aaec-08b61cef8a73	{F1F1BD1B-368C-4EBD-B8DB-04A396C3FB5D}	{8C14021F-2EF8-4065-B87C-903308E1BBC9}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Natuurlijk; is aangepast van: "Natuurlijke onderbegroeiing.", naar: "Van nature opgekomen onderbegroeiing."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
